菜館,https://www.ipeen.com.tw/shop/89908-%E8%80%81%E4%B8%8A%E6%B5%B7%E8%8F%9C%E9%A4%A8,https://www.ipeen.com.tw/js/shop/shop-actions.js?update=201811271608 806:64 Uncaught TypeError: Cannot read property 'shop' of undefined,2019-03-15 10:36:07
參加,http://blogs.teachersammy.com/Blogs/entry/ways-of-describing-participate-participation-in-English,http://blogs.teachersammy.com/Core/jquery-ui-1.10.3.custom-compressed.js 1899:125 Uncaught SyntaxError: Unexpected number,2019-03-15 10:36:35
操場,https://www.mobile01.com/topicdetail.php?f=293&t=1367520,"https://attach2.mobile01.com/js/prebid.js 2:9267 ""Server call for bridgewell failed: . Continuing without bids.""",2019-03-15 10:38:56
厠所,http://www.mygonews.com/news/detail/news_id/1562/%E5%B1%85%E5%AE%B6%E5%BB%81%E6%89%80%E9%A2%A8%E6%B0%B45%E5%A4%A7%E7%A6%81%E5%BF%8C%E4%BB%A5%E5%8F%8A5%E7%A8%AE%E5%8C%96%E8%A7%A3%E6%96%B9%E6%B3%95,"https://connect.facebook.net/zh_TW/all.js?hash=f6237922722758a90b8918bfe8a127f9&ua=modern_es6 51:307 ""The method FB.api will soon stop working when called from http pages. Please update your site to use https for Facebook Login. https://developers.facebook.com/blog/post/2018/06/08/enforce-https-facebook-login/""",2019-03-15 10:39:17
曾經,https://www.pts.org.tw/ever/,"https://www.pts.org.tw/ever/ - Mixed Content: The page at 'https://www.pts.org.tw/ever/' was loaded over HTTPS, but requested an insecure script 'http://www.pts.org.tw/~web/script/PtsGlobe.js'. This request has been blocked; the content must be served over HTTPS.",2019-03-15 10:39:51
纏住,http://500512.blog70.fc2.com/blog-entry-7.html,"http://500512.blog70.fc2.com/blog-entry-7.html 308:11 Uncaught SyntaxError: Unexpected token ,",2019-03-15 10:42:26
長途,http://www.cht.com.tw/personal/longdist-call-rate.html,https://www.cht.com.tw/home/consumer/landline/service/valueadded 1:0 Uncaught SyntaxError: Unexpected token <,2019-03-15 10:43:50
潮流,https://bbs.hupu.com/in,https://ccdace.hupu.com/dacevid?callback=_DACE_GetVid&q=1552643089695349016.3300026896 - Failed to load resource: net::ERR_CONNECTION_RESET,2019-03-15 10:44:55
炒麵,https://www.amanda326.com/archives/1252,https://www.amanda326.com/data/www/wp-content/plugins/blogimove//javascript/bam-percent-page-viewed.js - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 10:45:34
沉默,http://www.iqiyi.com/lib/m_205725214.html,http://127.0.0.1:16422/get_client_ver?ver=5.2.15.2240&callback=window.Q.__callbacks__.yingyinPluginV2 - Failed to load resource: net::ERR_CONNECTION_REFUSED,2019-03-15 10:47:49
沉重,https://new.qq.com/omn/20190123/20190123A0G0TL.html,https://i.gdt.qq.com/view.fcg?adposcount=2&posid=1040707514135770|1010800524338721&count=1|1&ext=%7B%22req%22%3A%7B%22rst%22%3A%221440*900%22%2C%22webp%22%3A%221%22%7D%2C%22pos%22%3A%7B%220%22%3A%7B%7D%2C%221%22%3A%7B%7D%7D%7D&qz_caller=qzfl_jg&_r=815917&charset=utf8&datafmt=jsonp&g_tk=5381 - Failed to load resource: net::ERR_CONNECTION_TIMED_OUT,2019-03-15 10:49:23
懲罰,http://stellachen524.pixnet.net/blog/post/449379026-%e3%80%90%e5%9b%8d%e3%80%91%e8%bf%8e%e5%a8%b6%e9%97%96%e9%97%9c%e9%81%8a%e6%88%b2-%e5%b0%b1%e6%98%af%e8%a6%81%e6%87%b2%e7%bd%b0%21%e6%87%b2%e7%bd%b0%21%e6%87%b2%e7%bd%b0%21%285,https://css.pixnet.in/blog/stellachen524/none - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 10:51:47
乘涼,https://tw.18dao.net/%E6%88%90%E8%AA%9E%E8%A9%9E%E5%85%B8/%E5%89%8D%E4%BA%BA%E7%A8%AE%E6%A8%B9%EF%BC%8C%E5%BE%8C%E4%BA%BA%E4%B9%98%E6%B6%BC,http://img.scupio.com/js/ad.js 0:1498 Uncaught TypeError: Cannot read property 'id' of undefined,2019-03-15 10:52:10
承認,https://goiryoku.com/syoudakusyouninryousyou/,https://goiryoku.com/syoudakusyouninryousyou/ 326:0 Uncaught SyntaxError: Unexpected token <,2019-03-15 10:53:37
遲鈍,https://www.ilong-termcare.com/Article/Detail/2690,"https://www.ilong-termcare.com/Article/Detail/2690 - Mixed Content: The page at 'https://www.ilong-termcare.com/Article/Detail/2690' was loaded over HTTPS, but requested an insecure favicon 'http://www.ilong-termcare.com/Areas/Web/Vendor/images/ilt.ico'. This request has been blocked; the content must be served over HTTPS.",2019-03-15 10:54:16
充滿,http://soffiyaliu333.pixnet.net/blog/post/226744094-%e4%bd%95%e7%82%ba%e3%80%8c%e6%b3%95%e5%96%9c%e5%85%85%e6%bb%bf%e3%80%8d,https://css.pixnet.in/blog/soffiyaliu333/none - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 10:55:28
重新,https://support.microsoft.com/zh-cn/help/4000735/windows-10-reinstall,http://img.scupio.com/js/ad.js 0:1498 Uncaught TypeError: Cannot read property 'id' of undefined,2019-03-15 10:55:56
酬謝,https://www.i7stars.com.tw/DOC_2438.htm,https://www.i7stars.com.tw/js/plugins.js 42:1493 Uncaught SyntaxError: Unexpected token ^,2019-03-15 10:58:29
廚房,https://www.ikea.com/tw/zh/catalog/categories/departments/kitchen/,https://ww8.ikea.com/ext/iplugins/versions/iplugins.2.0.4.min.js 3 Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:00:36
穿梭,https://www.kocpc.com.tw/archives/167523,https://tb1.bdstatic.com/tb/static-common/component/commonLogic/common/user_message/UserMessage.js?v=18.7 0:3462 Uncaught TypeError: Cannot read property 'left' of null,2019-03-15 11:12:55
傳播,https://www.mightymedia.com.tw/,https://www.mightymedia.com.tw/ - Failed to load resource: the server responded with a status of 500 (Internal Server Error),2019-03-15 11:13:29
聰明,https://www.teepr.com/31066/edwardliu/%e6%9c%80%e8%81%b0%e6%98%8e%e7%9a%84%e4%ba%ba%e9%83%bd%e6%9c%89%e9%80%99%e5%80%8b%e5%85%b1%e5%90%8c%e9%bb%9e/,https://www.teepr.com/31066/edwardliu/%e6%9c%80%e8%81%b0%e6%98%8e%e7%9a%84%e4%ba%ba%e9%83%bd%e6%9c%89%e9%80%99%e5%80%8b%e5%85%b1%e5%90%8c%e9%bb%9e/ 10:78 Uncaught SyntaxError: Invalid or unexpected token,2019-03-15 11:18:24
刺刀,https://news.sina.com.cn/w/2019-02-01/doc-ihrfqzka3034035.shtml,https://interface.sina.cn/news/article/rec.json?callback=jQuery111109562977839248801_1552645149689&_=1552645149690 0:0 Uncaught TypeError: jQuery111109562977839248801_1552645149689 is not a function,2019-03-15 11:19:35
催促,https://next.rikunabi.com/journal/20170401_s06/,https://next.rikunabi.com/journal/20170401_s06/ 633:31 Uncaught ReferenceError: _satellite is not defined,2019-03-15 11:20:43
措施,http://www.mkaq.org/jscs/,"http://www.mkaq.org/jscs/ - Refused to execute script from 'http://www.mkaq.org/IAA/ADCount.aspx?Action=View&ADID=18' because its MIME type ('') is not executable, and strict MIME type checking is enabled.",2019-03-15 11:22:25
答應,http://nicecasio.pixnet.net/blog/post/448790375-%E5%B8%B8%E5%9C%A8-%E7%AD%94%E6%87%89-%E6%B8%85%E6%9C%9D%E5%BE%8C%E5%AE%AE%E7%B8%BD%E5%88%86%E7%82%BA%E5%85%AB%E5%80%8B%E7%AD%89%E7%B4%9A%EF%BC%9A%E7%9A%87%E5%90%8E%E3%80%81,https://css.pixnet.in/blog/nicecasio/none - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 11:23:16
打扮,http://www.7k7k.com/tag/4/,http://www.7k7kjs.cn/mainsite/js/bjq/bundle-0.1.1.js 0:5920 Uncaught TypeError: Cannot read property 'right' of undefined,2019-03-15 11:23:48
大家,http://www.great-home.com.tw/,javascript 9:496 Uncaught TypeError: m.on is not a function,2019-03-15 11:26:28
單位,http://tw.bestconverter.org/,http://tw.bestconverter.org/ 47:0 Uncaught SyntaxError: Unexpected token <,2019-03-15 11:29:10
蛋糕,https://icook.tw/categories/16,https://ad2.apx.appier.net/v1/prebid/bid - Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:29:47
道歉,http://www.cheers.com.tw/article/article.action?id=5084278,https://www.cheers.com.tw/assets/img/footerArrow.gif - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 11:31:16
等待,http://www.kugou.com/song-36/108631.html,http://www.kugou.com/yy/static/js/play/playbyAudio36.js?now=1552645936362 2:264 Uncaught DOMException: play() failed because the user didn't interact with the document first. https://goo.gl/xX8pDD,2019-03-15 11:32:37
釘子,https://forum.babyhome.com.tw/topic/2838024,"https://securepubads.g.doubleclick.net/gpt/pubads_impl_319.js?21063343 0:48722 ""Exception in queued GPT command"" ReferenceError: MISSING_WIDTH is not defined
    at Arguments.<anonymous> (https://forum.babyhome.com.tw/topic/2838024:1:17434)
    at Dj.push (https://securepubads.g.doubleclick.net/gpt/pubads_impl_319.js?21063343:1:48639)
    at wh.<anonymous> (https://securepubads.g.doubleclick.net/gpt/pubads_impl_319.js?21063343:1:43489)
    at wh.push (https://securepubads.g.doubleclick.net/gpt/pubads_impl_319.js?21063343:1:42964)
    at https://forum.babyhome.com.tw/topic/2838024:1:17253
    at dispatch (https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js:3:12444)
    at r.handle (https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js:3:9173)",2019-03-15 11:38:20
丟失,https://www.secretchina.com/news/b5/2019/01/25/882921.html,https://api.quantcast.mgr.consensu.org/CookieAccess - Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:39:14
懂得,http://tcincubator.pixnet.net/blog/post/276780248-%e3%80%90%e8%a1%8c%e9%8a%b7%e6%80%9d%e7%b6%ad%e3%80%91%e8%b3%a3%e4%b8%8d%e5%87%ba%e5%8e%bb%ef%bc%9f%e6%87%82%e5%be%97%e4%ba%ba%e6%80%a7%e6%89%8d%e8%83%bd%e6%87%82%e5%be%97%e8%a1%8c,http://api.pixnet.cc/navbar/v1/member_info - Failed to load resource: the server responded with a status of 401 (Authorization Required),2019-03-15 11:39:53
動搖,http://kitpro.pixnet.net/blog/post/18963955-%e5%8b%95%e6%90%96,http://kitpro.pixnet.net/blog/post/18963955-%e5%8b%95%e6%90%96 783:30 Uncaught ReferenceError: innerMiniView is not defined,2019-03-15 11:40:56
賭氣,http://dmke.pixnet.net/blog/post/227207870-%e4%ba%94%e6%b0%a3%e7%9a%84%e5%8d%b1%e5%ae%b3%e5%92%8c%e8%a7%a3%e6%b1%ba%ef%bc%88%e6%80%a8%e6%b0%a3%e3%80%81%e6%82%b6%e6%b0%a3%e3%80%81%e6%80%92%e6%b0%a3%e3%80%81%e8%b3%ad%e6%b0%a3,http://api.pixnet.cc/navbar/v1/member_info - Failed to load resource: the server responded with a status of 401 (Authorization Required),2019-03-15 11:43:08
妒忌,https://wol.jw.org/cmn-Hant/wol/d/r24/lp-ch/1200001377,javascript 372:39 Uncaught TypeError: Failed to fetch,2019-03-15 11:44:42
端正,https://www.51test.net/rudangshenqing/dongji/,https://apps.jw.org/GETPUBMEDIALINKS?langwritten=CH&txtCMSLang=CH&fileformat=mp3&docid=1200001377 - Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:45:11
多餘,https://www.businessweekly.com.tw/article.aspx?id=10813&type=Blog,https://tracking.businessweekly.com.tw:3001/track?buid=43895ed6-b425-40f4-8354-c88486a3dfba - Failed to load resource: the server responded with a status of 400 (Bad Request),2019-03-15 11:47:09
躱避,https://www.chinatimes.com/cn/realtimenews/20170831006073-260408,"https://www.chinatimes.com/cn/realtimenews/20170831006073-260408 0 Mixed Content: The page at 'https://www.chinatimes.com/cn/realtimenews/20170831006073-260408' was loaded over HTTPS, but requested an insecure script 'http://www.microbizit.com/admaru/codes/js/ads_chinatimes_article_body_us.js?t=1552646843155'. This request has been blocked; the content must be served over HTTPS.",2019-03-15 11:47:34
發霉,http://www.how01.com/article_252.html,https://www.googletagmanager.com/gtm.js?id=GTM-KH33NCX - Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:48:51
反映,https://imikaisetu.goldencelebration168.com/archives/7011,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js 0:19124 Uncaught J: adsbygoogle.push() error: Only one 'enable_page_level_ads' allowed per page.,2019-03-15 11:51:23
放棄,http://donna123.pixnet.net/blog/post/21515311-%e6%94%be%e6%a3%84...%e4%b9%9f%e6%98%af%e5%8f%a6%e4%b8%80%e7%a8%ae%e5%b9%b8%e7%a6%8f-%28%e5%88%86%e4%ba%ab%29,https://www.irs.jp/article/?p=185 0:0 Uncaught SyntaxError: Unexpected token <,2019-03-15 11:54:10
飛機,https://www.taoyuan-airport.com/chinese/flight,https://www.googletagmanager.com/gtm.js?id=GTM-5HPCDW - Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:54:50
肥胖,http://www.fe-amart.com.tw/index.php/life-style/life-info/secret-recipe/534-fat-metabolic-syndrome,https://www.fe-amart.com.tw/initial - Failed to load resource: the server responded with a status of 404 (),2019-03-15 11:55:32
吩咐,http://www.hydcd.com/jyc/jy13923.htm,http://www.hydcd.com/js/11.js 146:49 Uncaught TypeError: Cannot read property 'addEventListener' of null,2019-03-15 11:56:47
憤怒,http://www.i-gamer.net/web/?ch=Tag&keyword=%BC%AB%AB%E3%B3%BE,http://www.i-gamer.net/web/?ch=Tag&keyword=%BC%AB%AB%E3%B3%BE 30:2 Uncaught ReferenceError: unmuteButton is not defined,2019-03-15 11:58:26
豐富,https://www.ffood.tw/ffood.html,"https://maps.googleapis.com/maps/api/js?v=3.exp&sensor=false&key=AIzaSyAYvfhU3lQ4Z52FXziEBemhbiXzFycLj7U 50:127 ""Google Maps JavaScript API error: DeletedApiProjectMapError\nhttps://developers.google.com/maps/documentation/javascript/error-messages#deleted-api-project-map-error""",2019-03-15 11:59:14
風景,http://wall001.com/nature/index.htm,http://wall001.com/gg/left01.js - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 11:59:45
風箏,https://class.ruten.com.tw/user/index00.php?s=k99920,https://img.ruten.com.tw/images/no-product.jpg - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 12:00:20
輔導員,https://tw.indeed.com/%E7%94%9F%E6%B4%BB%E8%BC%94%E5%B0%8E%E5%93%A1-jobs,"https://tw.indeed.com/%E7%94%9F%E6%B4%BB%E8%BC%94%E5%B0%8E%E5%93%A1-jobs - Refused to load the image 'https://stats.g.doubleclick.net/r/collect?t=dc&aip=1&_r=3&v=1&_v=j73&tid=UA-90780-1&cid=224412771.1552647683&jid=990402761&gjid=1076136105&_gid=838701682.1552647683&_u=KGBAiEIhB~&z=483416272' because it violates the following Content Security Policy directive: ""default-src 'self' 'unsafe-inline' data: *.indeed.com   d26f2q6o1ir0mj.cloudfront.net d3keo50hbbbkoq.cloudfront.net d2q79iu7y748jz.cloudfront.net d3s4xzh46vzktb.cloudfront.net d1ymdoy4af119w.cloudfront.net d3fw5vlhllyvee.cloudfront.net www.google-analytics.com https://www.facebook.com/tr/ https://sb.scorecardresearch.com https://connect.facebook.net https://ad.doubleclick.net/ddm/ *.serving-sys.com https://www.google.com/recaptcha/ https://www.gstatic.com/recaptcha/ chart.apis.google.com https://pp.d2-apps.net/v1/impressions/log"". Note that 'img-src' was not explicitly set, so 'default-src' is used as a fallback.
",2019-03-15 12:01:23
輔助,http://lol.hehagame.com/strategy.php?act=show&id=295,http://lol.hehagame.com/strategy/images/heroinfo1.js 405:84 Uncaught TypeError: Cannot read property 'imagepath' of undefined,2019-03-15 12:02:17
乾燥,https://tenki.jp/indexes/skin_dried/,https://tcheck.outbrainimg.com/tcheck/check/dGVua2kuanA= - Failed to load resource: the server responded with a status of 400 (Bad Request),2019-03-15 12:05:24
感謝,http://library.taiwanschoolnet.org/cyberfair2003/C0333220399/dogtalk/thanks.htm,http://library.taiwanschoolnet.org/cyberfair2003/C0333220399/image/%E6%84%9F%E8%AC%9D%E7%9A%84%E8%A9%B1.jpg - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 12:05:56
疙瘩,https://mugeda.com/,http://cdn1.h5mc.com/user/data/59dc2a4f92b5797ca96aebe9/5c86e2cce49bc6724c0e16cd.png - Failed to load resource: net::ERR_SOCKET_NOT_CONNECTED,2019-03-15 12:09:36
隔壁,http://www.gebi1.com/forum.php,http://discuz.gtimg.cn/cloud/scripts/discuz_tips.js?v=1 - Failed to load resource: net::ERR_ADDRESS_UNREACHABLE,2019-03-15 12:10:43
各位,https://matome.naver.jp/odai/2140167950308106901,https://pbs.twimg.com/profile_images/419801967917924352/ZXMRrOSy_normal.jpeg - Failed to load resource: the server responded with a status of 404 (),2019-03-15 12:11:06
購買,https://products.office.com/zh-tw/buy/office,https://products.office.com/zh-tw/buy/office - Access to font at 'https://i.s-microsoft.com/fonts/segoe-ui/west-european/normal/latest.woff' from origin 'https://products.office.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.,2019-03-15 12:12:33
鼓勵,http://www.wiki101.com.tw/archives/50774,http://www.wiki101.com.tw/archives/50774 82:0 Uncaught ReferenceError: adone is not defined,2019-03-15 12:14:03
光榮,http://www.gamecity.com.tw/index.html,http://www.gamecity.com.tw/common2/js/loadAttention.js 6:25 Uncaught TypeError: Cannot read property 'getElementsByTagName' of null,2019-03-15 12:17:53
廣播,https://hichannel.hinet.net/radio/index.do,https://hichannel.hinet.net/radio/resources/player/advjs.js?20181005 7422:17 Uncaught DOMException: The play() request was interrupted by a new load request. https://goo.gl/LdLk22,2019-03-15 12:19:11
果然,http://fruitfulfood.com.tw/,https://resources/demos/style.css - Failed to load resource: net::ERR_NAME_NOT_RESOLVED,2019-03-15 12:21:37
海灘,http://app.atmovies.com.tw/movie/movie.cfm?action=filmdata&film_id=fBatm0882023,http://app2.atmovies.com.tw/assets/js/jquery.rwdImageMaps.js 0:0 Uncaught SyntaxError: Unexpected token *,2019-03-15 12:24:03
害羞,http://www.yaolan.com/zhishi/haixiu/,http://ya1.yaolan.com/mpids.mini.js - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 12:25:57
寒冷,http://kokonews.jp/manner/%e5%af%92%e5%86%b7%e3%81%ae%e5%80%99%e3%81%ae%e6%84%8f%e5%91%b3%e3%81%af%ef%bc%9f%e3%81%84%e3%81%a4%e4%bd%bf%e3%81%86%ef%bc%9f12%e6%9c%88%e4%b8%ad%e6%97%ac%e3%81%af%e4%bd%bf%e3%81%a3%e3%81%a6%e3%81%84.html,https://kokonews.jp/wp-content/themes/04the_world_cool/img/li_line.png - Failed to load resource: the server responded with a status of 404 (),2019-03-15 12:27:42
好歹,https://www.nownews.com/news/20181220/3130380/,https://www.nownews.com/news/20181220/3130380/ - Failed to find a valid digest in the 'integrity' attribute for resource 'https://www.nownews.com/static/jquery-2.2.4.js' with computed SHA-256 integrity '3q1+oRqp9oSIv+L5ob4At3c76jh08KIhy4mPXEsEG2o='. The resource has been blocked.,2019-03-15 12:29:06
好奇,https://www.huggies.com.tw/,https://www.huggies.com.tw/css/fonts/fontawesome-webfont.woff2?v=4.4.0 - Failed to load resource: the server responded with a status of 404 (Not Found),2019-03-15 12:29:41
呼吸,http://qleo-media.com/breathing-technique,"https://qleo-media.com/breathing-technique - Mixed Content: The page at 'https://qleo-media.com/breathing-technique' was loaded over HTTPS, but requested an insecure script 'http://webfood.info/javascripts/gasetting.js'. This request has been blocked; the content must be served over HTTPS.",2019-03-15 12:33:35
蝴蝶,http://www.butterfly-china.com/cn/index.php,http://www.butterfly-china.com/cn/index.php 185:29 Uncaught TypeError: $(...).slide is not a function,2019-03-15 12:34:24
花生,https://hottopic.chinatimes.com/20160115005729-260804,https://ad.mtburn.com/ad?adspot_id=MDYyOjEwNjgz&ad_type=5&sequence=0&cachebuster=1143866775551&sdk_version=1.0.0&media_url=https%3A%2F%2Fhottopic.chinatimes.com%2F20160115005729-260804 - Failed to load resource: the server responded with a status of 400 (Bad Request),2019-03-15 12:35:32
懷念,http://metalf16.pixnet.net/blog/category/3491864,http://api.pixnet.cc/navbar/v1/member_info - Failed to load resource: the server responded with a status of 401 (Authorization Required),2019-03-15 12:36:39
回答,http://jnjnjn1234.pixnet.net/blog/category/2853573,http://api.pixnet.cc/navbar/v1/member_info - Failed to load resource: the server responded with a status of 401 (Unauthorized),2019-03-15 12:40:00
後悔,http://www.tw117.com/mingyan-tag/%E5%BE%8C%E6%82%94/,http://c.cnzz.com/core.php?web_id=1258182578&show=pic&t=z - Failed to load resource: net::ERR_CONNECTION_RESET,2019-03-15 12:40:33
